"","ID","AGE","GENDER","RACE","ArrestTime","OFFENSE","Hour","Month","Weekday","Teen"
"501",2976,25,"M","W","2016-11-18T11:40:00","9501 Bench Warrant","11","November","Friday",0
"502",1711,40,"M","B","2016-10-02T01:30:00","9501 Bench Warrant","1","October","Sunday",0
"503",3299,54,"M","W","2016-11-22T17:58:00","2701 Simple Assault. / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","17","November","Tuesday",0
"504",2104,32,"M","B","2016-11-02T12:15:00","9015 Failure To Appear/Arrest on Attachment Order","12","November","Wednesday",0
"505",2500,39,"F","W","2016-11-14T13:30:00","2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person.","13","November","Monday",0
"506",3791,31,"F","W","2016-12-16T17:30:00","13(a)(32) Paraphernalia - Use or Possession","17","December","Friday",0
"507",4414,15,"F","B","2017-01-11T13:00:00","3307 Institutional Vandalism. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","13","January","Wednesday",1
"508",6321,36,"M","B","2017-02-19T21:42:00","1301 Registration and Certificate of Title Required. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","21","February","Sunday",0
"509",6784,21,"M","B","2017-03-21T16:03:00","3354 Additional Parking Regulations. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","16","March","Tuesday",1
"510",2272,29,"M","B","2016-10-19T14:17:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","14","October","Wednesday",0
"511",6324,20,"M","B","2017-03-11T16:00:00","3925 Receiving Stolen Property. / 3928 Unauthorized Use of Automobile and Other Vehicles.","16","March","Saturday",1
"512",4418,15,"F","B","2017-01-11T22:00:00","2702 Aggravated Assault. / 5501 Riot. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","22","January","Wednesday",1
"513",4679,34,"M","B","2017-01-13T15:51:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount","15","January","Friday",0
"514",6652,19,"M","B","2017-03-16T21:25:00","4914 False Identification to Law Enforcement Authorities","21","March","Thursday",1
"515",5809,22,"M","B","2017-02-23T18:27:00","2701 Simple Assault.","18","February","Thursday",0
"516",4420,16,"F","H","2017-01-21T19:55:00","5501 Riot. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","19","January","Saturday",1
"517",6788,20,"M","B","2017-03-19T18:59:00","4303 General Lighting Requirements. / 13(a)(31) Marijuana: Possession Small Amount","18","March","Sunday",1
"518",4686,19,"M","B","2017-01-17T15:35:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 7512 Criminal Use of Communication / 13(a)(30)* Delivery of Controlled Substance","15","January","Tuesday",1
"519",1577,37,"M","W","2016-10-12T19:50:00","9015 Failure To Appear/Arrest on Attachment Order","19","October","Wednesday",0
"520",1932,30,"M","B","2016-10-25T18:21:00","903 Criminal Conspiracy. / 3701 Robbery.","18","October","Tuesday",0
"521",2279,37,"F","W","2016-10-25T19:58:00","2701 Simple Assault.","19","October","Tuesday",0
"522",4689,31,"M","W","2017-01-16T16:52:00","9501 Bench Warrant","16","January","Monday",0
"523",3863,30,"M","W","2016-12-21T20:22:00","5101 Obstructing Admin. of Law ","20","December","Wednesday",0
"524",6522,19,"M","W","2017-03-14T22:05:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","22","March","Tuesday",1
"525",2287,26,"M","B","2016-11-04T15:00:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","15","November","Friday",0
"526",5734,36,"M","W","2017-02-22T17:51:00","9015 Failure To Appear/Arrest on Attachment Order","17","February","Wednesday",0
"527",2292,25,"M","B","2016-11-03T13:00:00","3925 Receiving Stolen Property. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","13","November","Thursday",0
"528",3870,18,"M","B","2016-12-28T12:30:00","3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed.","12","December","Wednesday",1
"529",1927,30,"M","W","2016-10-25T02:00:00","9015 Failure To Appear/Arrest on Attachment Order","2","October","Tuesday",0
"530",4692,38,"F","W","2017-01-16T17:56:00","3921 Theft by Unlawful Taking or Disposition. / 7611 Unlawful Use of Computer","17","January","Monday",0
"531",3910,18,"M","B","2016-12-22T16:31:00","2701 Simple Assault. / 3701 Robbery. / 13(a)(31) Marijuana: Possession Small Amount","16","December","Thursday",1
"532",4703,32,"F","B","2017-01-16T23:57:00","2702 Aggravated Assault. / 3502 Burglary.","23","January","Monday",0
"533",6791,48,"M","W","2017-03-21T19:40:00","9501 Bench Warrant","19","March","Tuesday",0
"534",4708,24,"M","W","2017-01-28T18:00:00","13(a)(32) Paraphernalia - Use or Possession / 4914 False Identification to Law Enforcement Authorities / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","18","January","Saturday",0
"535",2288,26,"M","B","2016-11-04T15:00:00","2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(4) Harassment Communicates Prohibited Acts","15","November","Friday",0
"536",4709,24,"M","W","2017-01-28T18:00:00","4906 False Reports to Law Enforcement Authorities. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 4120 Identity Theft / 4914 False Identification to Law Enforcement Authorities / 3503.B1II DEF. TRESPASS POSTED","18","January","Saturday",0
"537",6658,47,"F","B","2017-03-17T00:05:00","13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","0","March","Friday",0
"538",1626,45,"M","B","2016-10-02T11:30:00","2701 Simple Assault. / 2702 Aggravated Assault. / 2706 Terroristic Threats. / 2709(a) Harassment. / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 5505 Public Drunkenness","11","October","Sunday",0
"539",1627,36,"M","W","2016-10-01T03:06:00","3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed. / 13(a)(16) Possession of Controlled Substance / 3743 Accidents Involving Damage to Attended Veh. or Property","3","October","Saturday",0
"540",1630,24,"M","B","2016-09-26T20:45:00","9501 Bench Warrant","20","September","Monday",0
"541",2296,22,"M","B","2016-10-25T17:30:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 4303 General Lighting Requirements. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","17","October","Tuesday",0
"542",3877,17,"M","B","2016-12-21T16:00:00","912 Possession of Weapon on School Property. / 2702 Aggravated Assault. / 3925 Receiving Stolen Property. / 5104 Resisting Arrest or Other Law Enforcement. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 6110.1 Possesion of Firearm by Minor","16","December","Wednesday",1
"543",4091,23,"M","B","2016-12-31T23:30:00","2706 Terroristic Threats. / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST","23","December","Saturday",0
"544",4092,51,"M","B","2016-12-26T17:21:00","2706 Terroristic Threats. / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST","17","December","Monday",0
"545",6802,21,"F","B","2017-03-25T00:40:00","2701 Simple Assault.","0","March","Saturday",1
"546",395,31,"M","B","2016-08-23T17:20:00","2701 Simple Assault.","17","August","Tuesday",0
"547",4424,55,"M","W","2017-01-06T19:13:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","19","January","Friday",0
"548",4425,25,"M","B","2017-01-10T20:16:00","2706 Terroristic Threats. / 3304 Criminal Mischief. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","20","January","Tuesday",0
"549",4714,32,"M","W","2017-01-30T19:50:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","19","January","Monday",0
"550",4084,44,"M","B","2017-01-11T00:15:00","2701 Simple Assault. / 2706 Terroristic Threats. / 1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked.","0","January","Wednesday",0
"551",4728,21,"M","W","2017-01-29T12:00:00","903 Criminal Conspiracy. / 3925 Receiving Stolen Property. / 13(a)(16) Possession of Controlled Substance / 13(a)(19) Purchase from Unauthorized Seller / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","12","January","Sunday",1
"552",4087,26,"F","B","2017-01-10T11:55:00","3921(a) Theft by Unlawful Taking or Disposition - Movable item","11","January","Tuesday",0
"553",4426,53,"M","B","2017-01-10T20:31:00","2706 Terroristic Threats. / 5505 Public Drunkenness / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","20","January","Tuesday",0
"554",2294,25,"M","B","2016-11-01T13:45:00","901 Criminal Attempt / 3503 Criminal Trespass","13","November","Tuesday",0
"555",2434,48,"M","B","2016-10-28T10:00:00","3925 Receiving Stolen Property. / 3928 Unauthorized Use of Automobile and Other Vehicles. / 1301 Registration and Certificate of Title Required.","10","October","Friday",0
"556",4098,21,"M","B","2016-12-30T00:40:00","1301 Registration and Certificate of Title Required. / 13(a)(31) Marijuana: Possession Small Amount","0","December","Friday",1
"557",1775,21,"M","B","2016-10-03T14:05:00","9501 Bench Warrant","14","October","Monday",1
"558",1946,31,"F","W","2016-10-13T10:39:00","9501 Bench Warrant","10","October","Thursday",0
"559",6665,58,"M","W","2017-03-20T08:25:00","2709(a)(2) Harassment by Following Person in Public Place(s) / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows","8","March","Monday",0
"560",1260,32,"M","B","2016-08-03T02:30:00","2701 Simple Assault.","2","August","Wednesday",0
"561",4434,32,"M","W","2017-01-11T02:51:00","1301 Registration and Certificate of Title Required. / 1786 Required Financial Responsibility. / 13(a)(31) Marijuana: Possession Small Amount","2","January","Wednesday",0
"562",6673,38,"M","B","2017-03-20T17:45:00","5503 Disorderly Conduct. / 5505 Public Drunkenness / 6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters","17","March","Monday",0
"563",409,19,"M","B","2016-08-18T14:08:00","903 Criminal Conspiracy. / 3701 Robbery.","14","August","Thursday",1
"564",1779,30,"M","B","2016-10-25T18:20:00","3701 Robbery.","18","October","Tuesday",0
"565",4093,23,"M","W","2017-01-04T19:11:00","2706 Terroristic Threats. / 4912 Impersonating a Public Servant. / 5505 Public Drunkenness / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","19","January","Wednesday",0
"566",4099,27,"M","B","2016-12-30T02:09:00","1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 4914(A) False Identification to Law Enforcement","2","December","Friday",0
"567",4723,52,"F","B","2017-01-31T22:00:00","3929 Retail Theft.","22","January","Tuesday",0
"568",3600,29,"M","W","2016-12-28T13:44:00","3921 Theft by Unlawful Taking or Disposition.","13","December","Wednesday",0
"569",4737,56,"M","B","2017-01-17T21:06:00","4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant","21","January","Tuesday",0
"570",2297,37,"M","B","2016-11-02T22:17:00","4304(a)(1) Endangering Welfare of Children. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6318 Unlawful Contact/Communication w/ Minor / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3126(a)(1) Indecent assault without consent / 3126(a)(8) Indecent assault of person under 16 / 4958(b) Intimidation, Retaliation, Obstruction Child Abuse cases - (b) Retaliation","22","November","Wednesday",0
"571",4742,68,"M","B","2017-01-18T14:15:00","3111 Obedience to Traffic-Control Devices. / 13(a)(16) Possession of Controlled Substance","14","January","Wednesday",0
"572",3810,18,"F","B","2016-12-13T22:20:00","3925 Receiving Stolen Property. / 13(a)(16) Possession of Controlled Substance","22","December","Tuesday",1
"573",1954,49,"M","W","2016-10-10T14:55:00","9501 Bench Warrant","14","October","Monday",0
"574",2996,12,"F","B","2016-11-18T08:00:00","2702 Aggravated Assault.","8","November","Friday",1
"575",6810,17,"M","B","2017-03-24T18:40:00","2706 Terroristic Threats. / 4952 Intimidation of Witnesses or Victims / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","18","March","Friday",1
"576",1961,60,"M","B","2016-10-15T00:40:00","1786 Required Financial Responsibility. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","0","October","Saturday",0
"577",2299,27,"M","W","2016-11-06T22:42:00","3502 Burglary.","22","November","Sunday",0
"578",4436,31,"F","W","2017-01-12T15:40:00","6106 Firearms not to be Carried without a License.","15","January","Thursday",0
"579",4744,20,"M","B","2017-01-18T18:18:00","3714 Careless Driving / 13(a)(31) Marijuana: Possession Small Amount","18","January","Wednesday",1
"580",4747,19,"M","B","2017-01-18T14:14:00","903 Criminal Conspiracy. / 4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 4914 False Identification to Law Enforcement Authorities","14","January","Wednesday",1
"581",4754,23,"M","B","2016-12-13T21:17:00","907 Possessing Instruments of Crime. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance","21","December","Tuesday",0
"582",2302,25,"F","B","2016-11-04T10:00:00","9015 Failure To Appear/Arrest on Attachment Order","10","November","Friday",0
"583",1977,17,"F","W","2016-10-13T17:52:00","4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","17","October","Thursday",1
"584",2304,41,"M","W","2016-11-05T08:37:00","3925 Receiving Stolen Property. / 3112 Traffic-Control Signals. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","8","November","Saturday",0
"585",4096,43,"M","W","2016-12-30T13:55:00","13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(19) Purchase from Unauthorized Seller / 13(a)(32) Paraphernalia - Use or Possession","13","December","Friday",0
"586",4447,17,"M","B","2017-01-21T02:30:00","6106 Firearms not to be Carried without a License. / 6110.1 Possesion of Firearm by Minor / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","2","January","Saturday",1
"587",2305,26,"M","W","2016-11-07T03:04:00","9015 Failure To Appear/Arrest on Attachment Order","3","November","Monday",0
"588",4455,33,"F","B","2017-01-24T19:47:00","9015 Failure To Appear/Arrest on Attachment Order","19","January","Tuesday",0
"589",3916,30,"M","B","2016-12-23T04:30:00","9501 Bench Warrant","4","December","Friday",0
"590",4458,24,"M","W","2017-01-06T19:30:00","5505 Public Drunkenness / 13(a)(31) Marijuana: Possession Small Amount / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE","19","January","Friday",0
"591",4755,30,"M","H","2016-12-31T01:45:00","3304 Criminal Mischief. / 4906 False Reports to Law Enforcement Authorities. / 5503 Disorderly Conduct. / 2709(b) Stalking / 4914(A) False Identification to Law Enforcement","1","December","Saturday",0
"592",4766,42,"F","B","2017-01-31T12:15:00","9015 Failure To Appear/Arrest on Attachment Order","12","January","Tuesday",0
"593",4767,29,"F","B","2017-01-31T13:30:00","3304 Criminal Mischief. / 3502 Burglary. / 3925 Receiving Stolen Property.","13","January","Tuesday",0
"594",2306,24,"F","B","2016-11-03T05:30:00","2701 Simple Assault. / 2705 Recklessy Endangering Another Person. / 3304 Criminal Mischief.","5","November","Thursday",0
"595",4462,59,"M","B","2017-01-06T22:42:00","2701(a)(3) Simple Assault - Attempts by Physical Menace ","22","January","Friday",0
"596",6817,24,"M","B","2017-03-10T13:49:00","4910 Tampering with or Fabricating Physical Evidence. / 13(a)(31) Marijuana: Possession Small Amount","13","March","Friday",0
"597",3923,41,"F","B","2017-01-09T16:20:00","2706 Terroristic Threats.","16","January","Monday",0
"598",4097,31,"M","B","2017-01-07T13:10:00","13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance","13","January","Saturday",0
"599",6822,16,"M","H","2017-03-17T08:00:00","13(a)(31) Marijuana: Possession Small Amount","8","March","Friday",1
"600",1636,41,"M","W","2016-10-14T09:34:00","2705 Recklessy Endangering Another Person. / 4304(a)(1) Endangering Welfare of Children.","9","October","Friday",0
"601",2315,47,"M","B","2016-11-05T02:29:00","907 Possessing Instruments of Crime. / 2706 Terroristic Threats. / 2710 Ethnic Intimidation. / 2902 Unlawful Restraint. / 3124.1 Sexual Assault / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3121(a)(1) Rape by forcible compulsion / 3123(a)(1) IDSI by forcible compulsion / 3125(a)(1) Agg. indecent assault w/o consent","2","November","Saturday",0
"602",1729,23,"M","B","2016-10-05T09:50:00","3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","9","October","Wednesday",0
"603",4467,20,"M","B","2017-01-09T21:00:00","2702 Aggravated Assault. / 2706 Terroristic Threats. / 3502 Burglary. / 4952 Intimidation of Witnesses or Victims / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows","21","January","Monday",1
"604",1990,18,"M","O","2016-10-24T00:15:00","903 Criminal Conspiracy. / 3701 Robbery.","0","October","Monday",1
"605",4469,29,"M","B","2017-01-09T18:08:00","4524 Windshield Obstructions and Wipers. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","18","January","Monday",0
"606",6678,36,"M","W","2017-03-22T17:05:00","13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant / 5507(a) Obstructing highway, railroad or public passage / 602.04(b)(1) Panhandling-Hindrance to traffic","17","March","Wednesday",0
"607",6827,28,"M","B","2017-03-24T16:05:00","3127 Indecent Exposure.","16","March","Friday",0
"608",2478,35,"F","W","2016-11-01T00:03:00","3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","0","November","Tuesday",0
"609",4470,57,"M","B","2017-01-09T18:32:00","2701 Simple Assault. / 2706 Terroristic Threats.","18","January","Monday",0
"610",1996,18,"M","B","2016-10-12T11:34:00","3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","11","October","Wednesday",1
"611",1600,41,"M","W","2016-09-30T20:36:00","3929 Retail Theft. / 9501 Bench Warrant","20","September","Friday",0
"612",6389,54,"M","B","2017-03-07T15:57:00","3701 Robbery. / 4910 Tampering with or Fabricating Physical Evidence. / 5123 Contraband. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","15","March","Tuesday",0
"613",6680,48,"M","B","2017-03-22T18:40:00","2702 Aggravated Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","18","March","Wednesday",0
"614",4473,37,"M","W","2017-01-22T09:36:00","3922 Theft by Deception. / 4101 Forgery. / 4120 Identity Theft","9","January","Sunday",0
"615",3795,20,"F","W","2016-12-16T20:15:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","20","December","Friday",1
"616",6681,30,"F","W","2017-03-22T19:22:00","4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","19","March","Wednesday",0
"617",1638,46,"M","B","2016-10-15T00:26:00","2701 Simple Assault. / 2606(a) Aggravated Assault on Unborn Child","0","October","Saturday",0
"618",1645,22,"F","B","2016-10-17T10:45:00","5105 Hindering Apprehension or Prosecution.","10","October","Monday",0
"619",1646,34,"M","W","2016-10-14T10:00:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 3743 Accidents Involving Damage to Attended Veh. or Property","10","October","Friday",0
"620",4101,32,"M","B","2016-12-30T02:59:00","2701 Simple Assault.","2","December","Friday",0
"621",4746,19,"M","B","2017-01-18T14:14:00","903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 4914 False Identification to Law Enforcement Authorities","14","January","Wednesday",1
"622",6684,28,"M","W","2017-03-22T20:01:00","9501 Bench Warrant","20","March","Wednesday",0
"623",6828,22,"M","B","2017-03-24T16:10:00","4910 Tampering with or Fabricating Physical Evidence. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(32) Paraphernalia - Use or Possession","16","March","Friday",0
"624",6829,18,"F","B","2017-03-24T17:08:00","13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","17","March","Friday",1
"625",1964,33,"M","W","2016-10-10T17:33:00","4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance","17","October","Monday",0
"626",4517,32,"M","B","2017-01-01T14:41:00","3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","14","January","Sunday",0
"627",2308,36,"M","B","2016-11-04T22:00:00","4304(a)(1) Endangering Welfare of Children. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving","22","November","Friday",0
"628",6068,26,"M","B","2017-02-28T02:25:00","901 Criminal Attempt / 907 Possessing Instruments of Crime. / 2702 Aggravated Assault. / 2706 Terroristic Threats. / 5121 Escape. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","2","February","Tuesday",0
"629",4769,25,"M","B","2017-01-31T19:00:00","2701 Simple Assault. / 2706 Terroristic Threats. / 2709 Harassment (Non-Specific) / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows","19","January","Tuesday",0
"630",5080,39,"M","W","2017-02-08T19:30:00","9501 Bench Warrant","19","February","Wednesday",0
"631",6686,36,"F","W","2017-03-21T11:20:00","3921 Theft by Unlawful Taking or Disposition.","11","March","Tuesday",0
"632",1737,22,"M","B","2016-10-06T06:10:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","6","October","Thursday",0
"633",2000,55,"F","W","2016-10-13T13:15:00","5507 Obstructing Highways and Passages. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities","13","October","Thursday",0
"634",4118,26,"M","B","2016-12-28T20:31:00","2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 5104 Resisting Arrest or Other Law Enforcement. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3714 Careless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 3742 Accidents Involving Death or Personal Injury / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 7512 Criminal Use of Communication","20","December","Wednesday",0
"635",4758,28,"M","A","2017-01-31T11:20:00","3922 Theft by Deception. / 4105(a)(1) Bad Checks","11","January","Tuesday",0
"636",4759,49,"M","B","2017-01-31T12:50:00","3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.","12","January","Tuesday",0
"637",4788,41,"M","B","2017-01-20T17:46:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 3354 Additional Parking Regulations. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 4914 False Identification to Law Enforcement Authorities","17","January","Friday",0
"638",6831,57,"M","B","2017-03-24T17:22:00","2702 Aggravated Assault. / 2706 Terroristic Threats. / 3701 Robbery. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness","17","March","Friday",0
"639",1266,53,"M","W","2016-08-21T00:01:00","5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST","0","August","Sunday",0
"640",6833,36,"F","W","2017-03-24T17:20:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","17","March","Friday",0
"641",4477,31,"M","B","2017-01-24T20:30:00","3925 Receiving Stolen Property. / 4910 Tampering with or Fabricating Physical Evidence. / 6106 Firearms not to be Carried without a License.","20","January","Tuesday",0
"642",2318,27,"M","W","2016-11-07T09:30:00","3503(a) Criminal Trespass","9","November","Monday",0
"643",5925,32,"F","B","2017-02-25T14:02:00","13(a)(32) Paraphernalia - Use or Possession","14","February","Saturday",0
"644",2011,45,"F","B","2016-10-16T03:55:00","3925 Receiving Stolen Property. / 9501 Bench Warrant","3","October","Sunday",0
"645",6341,34,"M","W","2017-03-09T17:30:00","13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount","17","March","Thursday",0
"646",4124,61,"M","B","2016-12-28T21:45:00","9093 Indirect Criminal Contempt","21","December","Wednesday",0
"647",6834,24,"F","W","2017-03-24T17:20:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","17","March","Friday",0
"648",2493,34,"M","W","2016-10-29T23:55:00","5503 Disorderly Conduct.","23","October","Saturday",0
"649",4481,30,"F","W","2017-01-10T16:02:00","1501 Drivers Required to be Licensed. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance","16","January","Tuesday",0
"650",4761,26,"F","W","2017-01-29T13:45:00","2709(a)(4) Harassment Communicates Prohibited Acts","13","January","Sunday",0
"651",1741,23,"M","B","2016-10-06T18:16:00","1372 Unauthorized Transfer or Use of Registration. / 1501 Drivers Required to be Licensed. / 4524 Windshield Obstructions and Wipers. / 13(a)(31) Marijuana: Possession Small Amount","18","October","Thursday",0
"652",4791,22,"F","B","2017-02-01T05:25:00","2701 Simple Assault.","5","February","Wednesday",0
"653",2015,33,"M","B","2016-10-16T09:52:00","3921 Theft by Unlawful Taking or Disposition.","9","October","Sunday",0
"654",465,59,"M","B","2016-08-10T20:17:00","9501 Bench Warrant","20","August","Wednesday",0
